"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"3175",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.73,0.79,916
"3176",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.26,1.32,4235
"3177",0.02,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,25000,1,0.36,0.38,907
"3178",0.07,"S QUEBEC WAY","S","5  Major Collector","1    Asphalt",24,1,2,10,4700,3,0.195,0.265,5524
"3179",0.02,"W OXFORD AVE","W","5  Major Collector","1    Asphalt",36,2.5,2,10,8600,3,0.02,0.04,5683
"3180",0.05,"E 46TH AVE","E","5  Major Collector","1    Asphalt",60,4,4,10,5100,3,0.595,0.645,5755
"3181",0.13,"W 11TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,8900,3,0.38,0.51,3949
"3182",0.11,"S KNOX CT","S","5  Major Collector","1    Asphalt",48,1,2,10,13000,3,0,0.11,5055
"3183",0.22,"E 51ST AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,3200,3,0.27,0.49,5386
"3184",0.03,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,29000,0,2.6,2.63,2828
"3185",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,5400,3,0.61,0.67,4718
"3186",0.09,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,3,11,11000,3,0.1,0.19,3346
"3187",0.02,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.505,1.525,1111
"3188",0.04,"E MANSFIELD AVE","NE","5  Major Collector","1    Asphalt",40,1,2,11,3300,3,0.45,0.49,6084
"3189",0.076,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,2.5,2,12,19000,2,3.9,3.976,308
"3190",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,1300,3,0.42,0.48,5532
"3191",0.02,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,11000,1,1.939,1.959,1096
"3192",0.17,"ARKINS CT","NE","5  Major Collector","1    Asphalt",38,1,2,12,1800,3,0.84,1.01,5155
"3193",0.07,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,0.58,0.65,6146
"3194",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",32,4,2,10,4800,3,1.13,1.21,3473
"3195",0.02,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,23000,0,0.1,0.12,1722
"3196",0.1,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,4,12,29000,0,1.2,1.3,131
"3197",0.06,"14TH ST","NW","4  Minor Arterial","1    Asphalt",52,1,4,10,3300,3,0.32,0.38,1614
"3198",0.06,"E 1ST AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4400,3,0.2,0.26,5825
"3199",0.05,"E 51ST AVE","E","5  Major Collector","1    Asphalt",82,4,2,10,8700,3,0.83,0.88,5846
"3200",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,6,10,37000,1,1.11,1.12,254
"3201",0.05,"AURARIA PKWY","NE","3  Principal Arterial - Other","1    Asphalt",44,1,3,11,34000,0,0.5,0.55,1733
"3202",0.05,"LAWRENCE ST","NE","5  Major Collector","1    Asphalt",40,4,2,10,5300,3,2.055,2.105,3960
"3203",0.02,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,12000,1,0.905,0.925,1913
"3204",0.06,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,1200,3,0.78,0.84,3911
"3205",0.11,"N PERRY ST","N","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,0.11,0.22,4932
"3206",0.09,"W 13TH AVE","W","5  Major Collector","1    Asphalt",50,4,2,10,7900,1,1.45,1.54,5829
"3207",0.105,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",44,4,2,10,2800,3,2.225,2.33,3745
"3208",0.06,"AURARIA PKWY","N","3  Principal Arterial - Other","1    Asphalt",20,1,1,10,34000,0,0.84,0.9,1246
"3209",0.08,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,5,10,29000,0,0.9,0.98,430
"3210",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,22000,4,1.8,1.9,593
"3211",0.06,"E IOWA AVE","E","5  Major Collector","1    Asphalt",30,4,2,10,4100,3,0.42,0.48,5580
"3212",0.05,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.19,0.24,890
"3213",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",34,4,2,10,5300,3,0.67,0.73,5240
"3214",0.04,"MORRISON RD","SW","4  Minor Arterial","1    Asphalt",48,4,2,10,13000,3,0.46,0.5,2259
"3215",0.09,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",65,1,4,10,39000,1,1.61,1.7,627
"3216",0.03,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,26000,2,0.57,0.6,30
"3217",0.04,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,0,1.3,1.34,2286
"3218",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,1800,3,1,1.08,3619
"3219",0.036,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,2,10,19000,2,2.2,2.236,604
"3220",0.04,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.11,2.15,3036
"3221",0.11,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,3,10,10000,1,0.94,1.05,1120
"3222",0.05,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,0.88,0.93,1844
"3223",0.06,"E MONTVIEW BLVD","E","4  Minor Arterial","1    Asphalt",56,4,4,10,11000,3,2.66,2.72,2943
"3224",0.05,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,0.99,1.04,791
"3225",0.07,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,2,10,21000,3,0.71,0.78,3009
"3226",0.07,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,11000,2,0.67,0.74,6381
"3227",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,2.42,2.48,2978
"3228",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,630,3,0.36,0.42,4655
"3229",0.05,"E ANDREWS DR","E","5  Major Collector","1    Asphalt",94,4,2,10,4900,3,0.17,0.22,5787
"3230",0.1,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,4,11,31000,1,1.4,1.5,760
"3231",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,5.37,5.43,2711
"3232",0.245,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.66,2.905,3848
"3233",0.04,"E MARTIN LUTHER KING BLVD","E","5  Major Collector","3    Concrete",68,2.5,4,10,22000,1,2.85,2.89,6543
"3234",0.17,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,1,2,11,5800,3,0.34,0.51,3067
"3235",0.07,"E 18TH AVE","E","4  Minor Arterial","1    Asphalt",40,2.5,3,12,11000,1,0.31,0.38,1225
"3236",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,2.07,2.13,67
"3237",0.02,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",20,4,2,10,4000,3,1.95,1.97,4316
"3238",0.01,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,2.39,2.4,1117
"3239",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,2,10,8500,3,1.505,1.565,1981
"3240",0.06,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,2,11,1100,0,0.17,0.23,2998
"3241",0.06,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,4,10,23000,3,0.49,0.55,3304
"3242",0.05,"E 20TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,2500,0,0.556,0.606,3148
"3243",0.03,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",28,4,2,12,27000,3,1.175,1.205,2052
"3244",0.08,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",38,4,2,10,4700,3,0.93,1.01,5080
"3245",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,0.918,0.968,2816
"3246",0.045,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,25000,1,0.6,0.645,681
"3247",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,5300,3,1.75,1.81,4903
"3248",0.06,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,2,10,4000,3,0.78,0.84,4737
"3249",0.07,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,30000,1,0.81,0.88,2666
"3250",0.25,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",28,4,2,12,27000,3,0.67,0.92,1710
"3251",0.06,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.645,0.705,1286
"3252",0.03,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,12000,3,0.85,0.88,1114
"3253",0.07,"E 26TH AVE","E","5  Major Collector","1    Asphalt",36,2.5,2,10,5900,3,0.38,0.45,5090
"3254",0.04,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,2,11,11000,1,0.37,0.41,4747
"3255",0.03,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,2,12,17000,3,0.42,0.45,3012
"3256",0.04,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,0.805,0.845,4956
"3257",0.07,"18TH ST","NW","4  Minor Arterial","1    Asphalt",52,4,3,10,8600,0,0.64,0.71,876
"3258",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,0.738,0.798,2390
"3259",0.13,"E BAYAUD AVE","E","5  Major Collector","1    Asphalt",44,4,2,10,4700,3,0.07,0.2,6018
"3260",0.06,"E 1ST AVE","E","5  Major Collector","1    Asphalt",36,4,2,11,6800,3,2.05,2.11,5342
"3261",0.06,"E 29TH AVE","E","5  Major Collector","1    Asphalt",40,4,2,11,3400,3,1.24,1.3,6046
"3262",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,10000,3,0.52,0.58,922
"3263",0.04,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",30,2.5,2,13,640,3,0.2,0.24,5585
"3264",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,2,10,4200,3,0.43,0.52,3849
"3265",0.079,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,2.5,2,12,16000,2,4.9,4.979,6253
"3266",0.08,"W 6TH AVENUE FWY","W","3  Principal Arterial - Other","1    Asphalt",84,4,6,10,66000,3,0,0.08,655
"3267",0.07,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0.57,0.64,3341
"3268",0.02,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other","1    Asphalt",50,4,4,10,16000,1,0.2,0.22,2825
"3269",0.07,"E 18TH AVE","E","4  Minor Arterial","1    Asphalt",40,2.5,3,12,11000,1,0.51,0.58,1644
"3270",0.06,"N DECATUR ST","N","5  Major Collector","1    Asphalt",36,2.5,2,10,4900,3,0.61,0.67,3896
"3271",0.07,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,46000,3,3.83,3.9,516
"3272",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,3,10,31000,3,0.3,0.33,727
"3273",0.02,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",20,4,2,10,13000,3,0.72,0.74,2898
"3274",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,1.16,1.22,3369
"3275",0.02,"S DTC BLVD","S","4  Minor Arterial","3    Concrete",36,4,4,12,11000,2,0.76,0.78,6550
"3276",0.1,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,8000,4,0.09,0.19,6325
"3277",0.07,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.405,0.475,1149
"3278",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,4,10,30000,0,0.99,1,1532
"3279",0.07,"E 17TH AVE","E","5  Major Collector","1    Asphalt",48,4,3,10,16000,3,0.6,0.67,5303
"3280",0.07,"S PLATTE RIVER DR","S","5  Major Collector","1    Asphalt",26,4,2,10,720,3,0.18,0.25,3593
"3281",0.06,"E 11TH AVE","E","5  Major Collector","1    Asphalt",40,4,3,10,6900,1,0.65,0.71,5358
"3282",0.06,"W 7TH AVE","W","5  Major Collector","1    Asphalt",44,4,3,12,6800,3,0.13,0.19,4414
"3283",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,8700,1,0.95,1.01,1231
"3284",0.023,"S KNOX CT","S","5  Major Collector","1    Asphalt",30,1,2,10,2800,3,0,0.023,4706
"3285",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,0.88,0.94,866
"3286",0.08,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,2.5,2.58,2979
"3287",0.11,"E UNION AVE","NE","5  Major Collector","1    Asphalt",36,4,4,11,8100,3,0.91,1.02,5740
"3288",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6900,3,0.97,1.03,2510
"3289",0.08,"W COLFAX AVE","W","5  Major Collector","1    Asphalt",30,2.5,2,12,3200,3,0.03,0.11,3897
"3290",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,5.19,5.25,2556
"3291",0.11,"N WILLIAMS ST","N","5  Major Collector","1    Asphalt",48,4,2,10,920,3,1.64,1.75,3732
"3292",0.06,"W 50TH AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3700,3,0.35,0.41,5439
"3293",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,23000,1,3.225,3.265,256
"3294",0.03,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,3,3.03,1011
"3295",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.3,0.36,4076
"3296",0.13,"N BROADWAY","N","5  Major Collector","1    Asphalt",38,4,2,11,4300,3,0.295,0.425,4193
"3297",0.09,"S RALEIGH ST","S","5  Major Collector","1    Asphalt",44,4,2,11,3600,3,1.16,1.25,5432
"3298",0.06,"E IOWA AVE","E","5  Major Collector","1    Asphalt",30,4,2,10,4100,3,0.18,0.24,6054
"3299",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,2.3,2.36,862
"3300",0.02,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,0.89,0.91,932
"3301",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8700,1,1.97,2.03,3066
"3302",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,2,10,8500,3,1.085,1.145,2172
"3303",0.11,"E 18TH AVE","E","4  Minor Arterial","1    Asphalt",40,2.5,2,10,9700,3,0,0.11,1308
"3304",0.01,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.79,2.8,2817
"3305",0.1,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,32000,3,0.5,0.6,32
"3306",0.06,"E 29TH AVE","E","5  Major Collector","1    Asphalt",40,4,2,11,3400,3,0.4,0.46,5913
"3307",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,12000,1,2.44,2.5,2187
"3308",0.07,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,12,3600,3,0.95,1.02,5232
"3309",0.34,"ARKINS CT","NE","5  Major Collector","1    Asphalt",38,1,2,12,1800,3,0.41,0.75,5175
"3310",0.04,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.4,1.44,861
"3311",0.02,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",20,4,4,10,27000,1,1.88,1.9,2662
"3312",0.04,"W 8TH AVE","W","4  Minor Arterial","1    Asphalt",50,4,2,10,11000,3,3.83,3.87,3019
"3313",0.06,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",34,4,2,10,14000,3,1.74,1.8,1272
"3314",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",50,4,2,10,5600,3,2.49,2.55,4532
"3315",0.04,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,2.14,2.18,2454
"3316",0.045,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,1,12,7800,2,0.63,0.675,1602
"3317",0.02,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",66,2.5,4,10,15000,0,1.08,1.1,1555
"3318",0.13,"S DOWNING ST","S","4  Minor Arterial","1    Asphalt",36,4,2,10,16000,3,2.84,2.97,2140
"3319",0.13,"E ALBROOK DR","E","5  Major Collector","1    Asphalt",44,4,2,11,11000,1,0.31,0.44,5247
"3320",0.06,"19TH ST","NW","4  Minor Arterial","1    Asphalt",52,4,4,10,7100,2,0.59,0.65,1199
"3321",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,22000,4,2.2,2.3,432
"3322",0.04,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,31000,1,0.66,0.7,538
"3323",0.05,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,1.88,1.93,1338
"3324",0.05,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,2.29,2.34,970
"3325",0.06,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,13000,3,0.5,0.56,2241
"3326",0.04,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,4,10,30000,0,1.2,1.24,1943
"3327",0.06,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",36,4,2,12,4000,3,0.66,0.72,4744
"3328",0.08,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.3,0.38,2325
"3329",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.57,0.63,3041
"3330",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,10000,3,0.76,0.82,1515
"3331",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",28,2.5,2,11,4400,3,1.14,1.22,4462
"3332",0.02,"E 17TH AVE","E","5  Major Collector","1    Asphalt",68,4,4,12,23000,3,1.73,1.75,5371
"3333",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,12000,1,2.66,2.72,1300
"3334",0.25,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,4,10,18000,4,1.67,1.92,1680
"3335",0.06,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",40,4,2,12,4900,3,0.43,0.49,4353
"3336",0.03,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",38,2.5,2,10,7200,3,0.25,0.28,6323
"3337",0.09,"E ANDREWS DR","E","5  Major Collector","1    Asphalt",94,4,2,10,4900,3,0.84,0.93,5982
"3338",0.01,"22ND ST","NW","3  Principal Arterial - Other","3    Concrete",48,2.5,4,10,21000,1,0.3,0.31,6510
"3339",0.08,"S BROADWAY","S","3  Principal Arterial - Other","3    Concrete",62,2.5,4,12,25000,0,2.12,2.2,6529
"3340",0.12,"S SAINT PAUL ST","S","5  Major Collector","1    Asphalt",30,4,2,10,3200,3,0.38,0.5,4553
"3341",0.08,"W DICK CONNOR AVE","E","5  Major Collector","1    Asphalt",76,4,3,12,7100,3,0,0.08,5454
"3342",0.071,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,26000,1,3.529,3.6,630
"3343",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.66,3.72,1033
"3344",0.01,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,11000,2,0.62,0.63,6181
"3345",0.02,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,6,10,26000,1,1.47,1.49,1932
"3346",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",30,2.5,2,10,5500,3,0.595,0.655,985
"3347",0.11,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,5300,3,0.98,1.09,3560
"3348",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,4,10,29000,0,0.2,0.24,260
"3349",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,25000,3,0.74,0.78,3294
"3350",0.02,"S SYRACUSE ST","S","5  Major Collector","1    Asphalt",36,4,4,11,12000,3,0.4,0.42,5587
"3351",0.06,"E 31ST AVE","E","4  Minor Arterial","1    Asphalt",44,2.5,2,12,6900,0,0.22,0.28,6309
"3352",0.02,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,3400,3,4.04,4.06,1588
"3353",0.02,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,4,10,26000,3,0.36,0.38,2154
"3354",0.04,"E MISSISSIPPI AVE","NE","3  Principal Arterial - Other","3    Concrete",60,4,4,11,21000,0,0.03,0.07,6449
"3355",0.06,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,6600,1,0.33,0.39,1612
"3356",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,11000,1,0.74,0.82,4196
"3357",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",44,2.5,2,10,4800,3,0.81,0.89,3904
"3358",0.02,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",44,4,2,11,13000,3,0.67,0.69,1896
"3359",0.09,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,1,3,10,9100,1,0.6,0.69,2739
"3360",0.07,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,1,12,7800,2,0.72,0.79,2515
"3361",0.11,"N CHAMBERS RD","N","4  Minor Arterial","1    Asphalt",24,4,2,10,30000,1,0.155,0.265,6303
"3362",0.05,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,2.5,6,11,10000,0,1.25,1.3,79
"3363",0.13,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,4,2,10,2700,3,0.785,0.915,4368
"3364",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,2,15,11000,3,0.33,0.41,4445
"3365",0.1,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3000,3,0.86,0.96,5021
"3366",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,37000,0,1.9,1.94,606
"3367",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,2,15,2300,3,0.5,0.56,3518
"3368",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,5600,3,2.13,2.19,4047
"3369",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,29000,0,1.65,1.7,1409
"3370",0.1,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",50,4,4,10,10000,4,1.2,1.3,1624
"3371",0.06,"N KNOX CT","N","5  Major Collector","1    Asphalt",36,4,2,10,2100,3,0.44,0.5,4371
"3372",0.06,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial","3    Concrete",68,2.5,6,12,22000,1,1.04,1.1,6504
"3373",0.05,"E 20TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,2500,0,0.406,0.456,1891
"3374",0.06,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,2,10,8100,3,0.4,0.46,683
"3375",0.01,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.38,0.39,2292
"3376",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",40,1,8,12,31000,3,0.6,0.7,360
"3377",0.05,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",60,2.5,2,10,4700,3,0.79,0.84,3836
"3378",0.09,"E MISSISSIPPI AVE","NE","3  Principal Arterial - Other","3    Concrete",60,4,6,11,21000,0,0.4,0.49,6487
"3379",0.01,"N SPEER BLVD","N","3  Principal Arterial - Other","1    Asphalt",20,4,6,10,32000,3,2.425,2.435,477
"3380",0.21,"W GRANT RANCH BLVD","W","5  Major Collector","1    Asphalt",22,4,2,10,5500,3,0.114,0.324,5433
"3381",0.15,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,12000,3,1.01,1.16,3008
"3382",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,10,14000,1,0.35,0.4,2455
"3383",0.07,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,3,12,7800,0,2.08,2.15,1212
"3384",0.05,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,13000,3,0.69,0.74,2414
"3385",0.043,"N HAVANA WAY","NW","3  Principal Arterial - Other","1    Asphalt",28,4,2,10,18000,0,0.7,0.743,715
"3386",0.02,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",54,4,4,10,14000,3,1.31,1.33,1472
"3387",0.05,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,12,20000,3,1,1.05,1881
"3388",0.12,"N EMERSON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,14,1900,2,0,0.12,3311
"3389",0.07,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,6,10,41000,1,1,1.07,373
"3390",0.08,"E 47TH AVE","E","5  Major Collector","1    Asphalt",44,1,2,10,14000,3,0.553,0.633,5108
"3391",0.09,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",50,4,4,10,10000,4,1.01,1.1,3166
"3392",0.05,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,2,11,12000,1,0.26,0.31,4783
"3393",0.03,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",72,4,5,10,31000,0,0.4,0.43,447
"3394",0.06,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",30,1,2,10,5700,3,2.34,2.4,3544
