"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","IRI","THRULNQTY","THRULNWD","AADT","AADTDERIV","COUNTSTATI","BUILTYR","RUNLENGTH_","RUNLENGTH1"
"9977",0.07,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,0,4,10,22000,3,201905,1995,0,0.07
"9979",0.06,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,0,2,10,9100,3,201901,1995,0.82,0.88
"9980",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,0,3,10,11000,3,202226,1995,2.43,2.49
"9982",0.11,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,0,2,10,17000,4,902082,1995,0.67,0.78
"9983",0.07,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,238,4,10,7900,1,202212,1995,0.26,0.33
"9985",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,0,2,10,8500,3,201297,1995,1.565,1.625
"9988",0.03,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,0,2,10,10000,3,202252,1995,1.23,1.26
"9989",0.08,"N SANTA FE DR","N","4  Minor Arterial","1    Asphalt",48,4,0,3,10,19000,3,202018,1995,1.64,1.72
"9993",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,0,2,10,12000,1,202195,1995,1.445,1.505
"9995",0.1,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,1,0,2,10,6000,3,202115,1995,0.53,0.63
"9996",0.07,"19TH ST","NW","4  Minor Arterial","1    Asphalt",66,4,0,4,10,8500,0,106525,1995,0.39,0.46
"9998",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,0,2,10,8500,3,202241,1995,1.12,1.18
"10002",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,0,3,10,8400,1,202246,1995,2.69,2.75
"10003",0.13,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",40,4,0,2,10,9900,3,202047,1995,1.26,1.39
"10005",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,179,2,10,33000,0,900047,1995,3.14,3.2
"10013",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,0,2,10,6600,1,201880,1995,0.678,0.738
"10017",0.05,"MARKET ST","NE","4  Minor Arterial","1    Asphalt",40,4,240,2,12,7500,0,106002,1995,0.6,0.65
"10018",0.11,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,0,3,10,10000,1,202137,1995,1.49,1.6
"10019",0.05,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,206,3,11,20000,3,107701,1995,1.05,1.1
"10023",0.12,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,2.5,0,2,10,5300,3,201934,1995,0,0.12
"10025",0.14,"S SANTA FE DR","S","4  Minor Arterial","1    Asphalt",40,2.5,0,4,10,22000,3,202016,1995,0.38,0.52
"10026",0.07,"N HAVANA ST","N","4  Minor Arterial","1    Asphalt",72,1,0,4,10,9500,3,900562,1995,1.87,1.94
"10028",0.08,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,0,4,10,14000,0,201895,1995,2.95,3.03
"10029",0.07,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other","1    Asphalt",50,4,141,4,10,16000,1,107708,1995,0.6,0.67
"10031",0.04,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,0,2,10,7100,3,201299,1995,0.61,0.65
"10032",0.01,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",52,1,237,5,10,26000,1,106535,1995,0.84,0.85
"10034",0.07,"15TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,0,5,10,11000,3,202243,1995,0.18,0.25
"10035",0.05,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,0,5,10,24000,3,202040,1995,0.77,0.82
"10038",0.02,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,0,3,10,12000,1,202195,1995,0.235,0.255
"10039",0.07,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",28,4,0,2,10,27000,3,202022,1995,0.6,0.67
"10040",0.02,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",36,4,0,4,10,27000,1,201839,1995,1.31,1.33
"10042",0.07,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",34,4,0,2,10,13000,3,202227,1995,0.64,0.71
"10044",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",48,4,0,2,11,13000,1,201896,1995,0.17,0.2
"10045",0.01,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,0,2,10,12000,3,203214,1995,0.78,0.79
"10048",0.07,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,0,3,10,8700,1,202247,1995,1.08,1.15
"10049",0.1,"S KALAMATH ST","S","4  Minor Arterial","1    Asphalt",62,4,0,3,10,12000,3,202057,1995,0.23,0.33
"10050",0.07,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,258,1,12,7800,2,107718,1995,0.29,0.36
"10051",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,152,6,10,34000,0,900046,1995,1.84,1.88
"10060",0.058,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",36,4,0,2,10,4800,3,201879,1995,0.19,0.248
"10061",0.05,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,130,3,10,23000,3,107661,1995,2,2.05
"10064",0.07,"17TH ST","NW","4  Minor Arterial","1    Asphalt",66,1,0,4,10,5200,0,202239,1995,0.2,0.27
"10068",0.1,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,0,4,10,10000,1,201917,1995,1.74,1.84
"10070",0.06,"N IRVING ST","N","4  Minor Arterial","1    Asphalt",46,4,0,4,10,2700,3,202129,1995,0.175,0.235
"10071",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,0,4,10,17000,1,202197,1995,0.75,0.81
"10072",0.04,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,208,4,12,32000,1,901626,1995,0.06,0.1
"10074",0.08,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",48,4,0,3,10,6600,1,201969,1995,0.18,0.26
"10078",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,0,2,10,6200,3,202245,1995,4.77,4.83
"10079",0.13,"S MONACO ST","S","4  Minor Arterial","1    Asphalt",72,4,0,6,10,15000,3,202036,1995,0.775,0.905
"10081",0.04,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",33,4,317,2,11,3000,0,101371,1995,0.69,0.73
"10082",0.05,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,0,2,10,11000,3,202141,1995,1.405,1.455
"10084",0.08,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,263,1,12,1900,2,901093,1995,0.14,0.22
"10085",0.14,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,0,4,10,21000,3,201955,1995,0.14,0.28
"10086",0.06,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,1,0,3,10,9100,1,202003,1995,0.87,0.93
"10090",0.08,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,0,2,11,15000,3,201897,1995,0.47,0.55
"10093",0.11,"N OGDEN ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,4000,3,202090,1995,0.11,0.22
"10095",0.02,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,256,4,10,30000,1,201940,1995,3,3.02
"10101",0.02,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",48,4,308,4,10,10000,0,202211,1995,1.34,1.36
"10103",0.06,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,0,2,10,6700,3,201295,1995,1.15,1.21
"10104",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,139,3,10,30000,1,107658,1995,1.02,1.08
"10106",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,0,2,10,6900,3,202251,1995,3.02,3.08
"10107",0.04,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,0,2,10,17000,3,202060,1995,2.11,2.15
"10111",0.02,"E 20TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,175,3,10,2500,0,202228,1995,0.536,0.556
"10113",0.02,"N JOSEPHINE ST","NE","4  Minor Arterial","1    Asphalt",36,4,0,3,10,17000,3,107728,1995,0.09,0.11
"10114",0.02,"N WASHINGTON ST","N","3  Principal Arterial - Other","1    Asphalt",40,4,210,4,10,39000,2,201931,1995,0.25,0.27
"10120",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,0,3,10,8400,1,202246,1995,2.81,2.87
"10121",0.03,"S LOWELL BLVD","S","4  Minor Arterial","1    Asphalt",46,1,0,2,10,9400,3,201377,1995,0.33,0.36
"10124",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,147,2,10,33000,0,900047,1995,3.6,3.7
"10126",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",30,2.5,0,2,10,5500,3,202142,1995,0.355,0.415
"10127",0.04,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,95,4,12,22000,1,106739,1995,1.705,1.745
"10128",0.08,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,0,4,10,12000,0,107443,1995,1.4,1.48
"10131",0.05,"E 1ST AVE","E","4  Minor Arterial","1    Asphalt",32,4,0,2,11,6700,3,202231,1995,0.205,0.255
"10133",0.02,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,1,0,2,10,11000,3,201881,1995,2.048,2.068
"10134",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",40,4,0,3,10,23000,0,202194,1995,0.92,0.98
"10204",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.22,0.29
"10209",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.98,1.06
"10227",0.01,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,4,10,26000,3,203013,1995,0.3,0.31
"10395",0.05,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,4,10,26000,3,203013,1995,0.31,0.36
"10440",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.66,0.74
"10458",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.56,1.65
"10551",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.29,0.36
"10849",0.1,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",60,4,0,2,10,13000,3,202076,1995,0.37,0.47
"10953",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,2,10,25000,3,202079,1995,1.15,1.19
"10971",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.93,2.06
"11015",0.07,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,0,2,10,13000,3,202076,1995,0.57,0.64
"11019",0.11,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",32,4,0,2,10,25000,3,202079,1995,1.25,1.36
"11187",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.78,0.82
"11205",0.1,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",32,4,0,2,10,25000,3,202079,1995,1.46,1.56
"11308",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,6,10,21000,4,902135,1995,2.78,2.87
"11438",0.16,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,2,10,26000,3,203013,1995,0.42,0.58
"11536",0.04,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.11,0.15
"11643",0.31,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,3,203011,1995,0.32,0.63
"11667",0.05,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",60,4,0,2,10,13000,3,202076,1995,0.32,0.37
"11760",0.11,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0,0.11
"11950",0.14,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,4,10,21000,4,902135,1995,2.64,2.78
"11996",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,4,10,17000,4,902134,1995,2.38,2.46
"12014",0.1,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",32,4,0,2,10,25000,3,202079,1995,1.36,1.46
"12059",0.12,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,0,2,10,13000,3,202076,1995,0.72,0.84
"12164",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",38,4,0,3,12,17000,4,902134,1995,2.14,2.22
"12182",0.06,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,4,10,26000,3,203013,1995,0.36,0.42
"12230",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.42,0.49
"12236",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",38,4,0,3,12,17000,4,902134,1995,2.22,2.3
"12254",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.68,1.72
"12422",0.01,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.65,0.66
"12578",0.11,"N KALAMATH ST","N","4  Minor Arterial","1    Asphalt",60,4,0,3,10,20000,3,202008,1995,0.13,0.24
"12876",0.08,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,0,2,10,13000,3,202076,1995,0.64,0.72
"12981",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.8,1.93
"12999",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,4,10,26000,3,203013,1995,0.22,0.3
"13042",0.05,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",66,4,0,2,10,9000,4,902130,1995,0.97,1.02
"13183",0.1,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,3,203011,1995,0.63,0.73
"13212",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.92,0.96
"13230",0.03,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.65,1.68
"13273",0.48,"N PICADILLY RD","N","4  Minor Arterial","1    Asphalt",20,2.5,0,2,10,3400,1,901382,1995,0.39,0.87
"13327",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.62,0.69
"13336",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",123,1,0,6,10,21000,4,902135,1995,2.87,3
"13446",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",38,4,0,2,12,17000,4,902134,1995,2.06,2.14
"13465",0.06,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",32,4,0,2,10,25000,3,202079,1995,1.19,1.25
"13557",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.15,0.22
"13912",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,4,10,17000,4,902134,1995,2.46,2.55
"13959",0.04,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.74,0.78
"13977",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,0,2,10,14000,2,202078,1995,1.72,1.8
"14020",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.55,0.62
"14027",0.05,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.87,0.92
"14091",0.08,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",66,4,0,2,12,9000,4,902130,1995,1.02,1.1
"14186",0.06,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.36,0.42
"14192",0.07,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.58,0.65
"14210",0.05,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.82,0.87
"14322",0.1,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,0,2,10,13000,3,202076,1995,0.47,0.57
"14444",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,2,10,25000,3,202079,1995,1.06,1.15
"14603",0.06,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,0,4,10,23000,3,107758,1995,0.49,0.55
"14674",0.12,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",54,4,0,2,10,13000,3,202076,1995,0,0.12
"14840",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,0,4,10,26000,3,203013,1995,0.09,0.22
"14902",0.13,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,0,2,10,13000,3,202076,1995,0.84,0.97
"14959",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,4,10,21000,4,902135,1995,2.55,2.64
"15006",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,0,4,10,17000,4,902134,1995,2.3,2.38
"15024",0.02,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,0,2,10,25000,3,202079,1995,0.96,0.98
"19178",0.12,"N EMERSON ST","N","4  Minor Arterial","1    Asphalt",32,4,0,2,14,1900,2,901093,1995,0,0.12
"20167",0.02,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,0,4,11,11000,1,201888,1995,0.1,0.12
"20171",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",30,4,0,2,10,4500,3,201949,1995,1.57,1.63
"20173",0.06,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,1,0,2,10,1100,3,202035,1995,0.68,0.74
"20176",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0.42,0.48
"20179",0.1,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,251,2,12,1300,2,106008,1995,0.19,0.29
"20180",0.045,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,2.5,0,2,10,8400,3,203531,1995,0.81,0.855
"20183",0.06,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,1.18,1.24
"20186",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,1900,3,202065,1995,0.36,0.48
"20193",0.02,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,0,2,10,3000,3,202006,1995,0.68,0.7
"20196",0.09,"WALNUT ST","NE","5  Major Collector","1    Asphalt",32,4,0,2,12,6400,3,203016,1995,0.81,0.9
"20198",0.08,"N WILLIAMS ST","N","5  Major Collector","1    Asphalt",48,4,0,2,10,920,3,201912,1995,1.34,1.42
"20201",0.07,"W 11TH AVE","W","5  Major Collector","1    Asphalt",40,2.5,0,3,10,9200,3,201975,1995,0.24,0.31
"20204",0.19,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,4800,3,202005,1995,0.83,1.02
"20208",0.07,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",52,4,0,3,12,9500,2,106007,1995,0.88,0.95
"20213",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202119,1995,2.45,2.51
"20218",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,5600,3,201950,1995,2.07,2.13
"20221",0.1,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,0,3,12,4000,0,202161,1995,0.635,0.735
"20224",0.08,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",38,4,0,2,10,4000,3,201989,1995,0.16,0.24
"20225",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,12,2300,3,201920,1995,0.32,0.38
"20227",0.06,"W 3RD AVE","W","5  Major Collector","1    Asphalt",36,2.5,0,2,10,4800,3,201954,1995,0.47,0.53
"20229",0.12,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",44,4,0,2,11,6000,3,202113,1995,0.6,0.72
"20232",0.19,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,12,12000,1,201924,1995,2.35,2.54
"20234",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,4500,3,201963,1995,0.41,0.47
"20237",0.03,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,11,7000,1,202179,1995,0.47,0.5
"20240",0.09,"S DAYTON ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,8500,3,203236,1995,0.06,0.15
"20242",0.01,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,1,0,4,10,19000,0,202007,1995,1.71,1.72
"20244",0.24,"W 13TH AVE","W","5  Major Collector","1    Asphalt",30,4,0,2,10,7900,1,201970,1995,1.61,1.85
"20251",0.04,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,0.54,0.58
"20254",0.07,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,0,4,12,5800,3,202135,1995,0.57,0.64
"20258",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,4100,3,202120,1995,1.03,1.09
"20263",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,1.285,1.345
"20264",0.02,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,135,2,10,15000,3,108311,1995,1.22,1.24
"20265",0.12,"S VALENTIA ST","S","5  Major Collector","1    Asphalt",36,4,0,4,10,7300,3,203012,1995,0.54,0.66
"20268",0.09,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,0,3,11,11000,3,202173,1995,0.1,0.19
"20271",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",44,2.5,0,2,10,4800,3,201990,1995,0.73,0.81
"20272",0.06,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",48,1,0,2,10,6400,1,201910,1995,0.92,0.98
"20274",0.05,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,1500,3,201914,1995,0.2,0.25
"20276",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,3700,3,202112,1995,1.25,1.31
"20280",0.14,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,0,2,11,12000,1,201925,1995,0.49,0.63
"20283",0.08,"W 17TH AVE","W","5  Major Collector","1    Asphalt",28,4,0,2,12,7100,3,201965,1995,0.24,0.32
"20285",0.105,"N BROADWAY","N","5  Major Collector","1    Asphalt",38,4,0,2,11,4300,3,202183,1995,0.19,0.295
"20288",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,2.08,2.14
"20290",0.02,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,0,2,11,4400,3,201887,1995,1.91,1.93
"20296",0.15,"S KNOX CT","S","5  Major Collector","1    Asphalt",48,1,0,2,10,13000,3,202054,1995,0.22,0.37
"20299",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,11,8000,3,202145,1995,0.67,0.73
"20303",0.07,"N HOLLY ST","N","5  Major Collector","1    Asphalt",28,4,0,2,10,7100,3,202134,1995,2.22,2.29
"20306",0.04,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,6400,3,203901,1995,0.36,0.4
"20309",0.17,"N PERRY ST","N","5  Major Collector","1    Asphalt",32,4,0,2,12,6400,3,202082,1995,0.21,0.38
"20311",0.07,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,0,2,10,6700,3,201894,1995,0.17,0.24
"20314",0.03,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3300,3,201388,1995,0.1,0.13
"20317",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,8400,3,201966,1995,0.67,0.73
"20319",0.06,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,4,0,2,11,4000,3,202130,1995,1.62,1.68
"20323",0.1,"S PLATTE RIVER DR","S","5  Major Collector","1    Asphalt",44,4,0,3,10,9400,3,901777,1995,0.33,0.43
"20328",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,5400,3,202099,1995,0.67,0.73
"20331",0.08,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",48,4,0,2,12,4900,3,202070,1995,1.17,1.25
"20334",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,1.16,1.22
"20339",0.05,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",71,4,0,2,10,3400,3,203731,2004,1.93,1.98
"20340",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",30,4,0,2,10,4500,3,201949,1995,1.87,1.93
"20341",0.25,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,4,0,2,10,2800,3,202046,1995,0.91,1.16
"20344",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0.6,0.66
"20347",0.09,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,4000,3,201989,1995,1.37,1.46
"20348",0.13,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,15,3200,3,201919,1995,1.24,1.37
"20349",0.06,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,4,0,2,10,8400,3,203531,1995,0.48,0.54
"20352",0.08,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,0.08,0.16
"20354",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,11,6200,3,201962,1995,0.57,0.63
"20357",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",40,4,0,2,11,8700,3,202181,1995,0.65,0.73
"20361",0.04,"N FOX ST","N","5  Major Collector","1    Asphalt",32,2.5,125,2,12,3900,0,103342,1995,0.42,0.46
"20364",0.06,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,7300,3,201903,1995,2.74,2.8
"20372",0.05,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",36,4,228,2,12,510,2,900533,1995,1.46,1.51
